Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Trinity,Tulare,Tuolumne,Ventura,Yolo,Yuba,,Condo,LA Metro,Central Coast,Central Valley,Far North,Inland Empire,S.F. Bay Area,SoCal
9/19/2023,605680.00,910000.00,325000.00,358750.00,330000.00,656000.00,280000.00,489900.00,296000.00,266500.00,345000.00,257600.00,258000.00,270000.00,180000.00,663110.00,276500.00,1360000.00,318000.00,407500.00,277250.00,699750.00,658000.00,787500.00,399000.00,830000.00,495000.00,380000.00,429450.00,385000.00,610410.00,315000.00,636750.00,1540000.00,385000.00,655500.00,1470000.00,731500.00,1225000.00,795000.00,280000.00,240000.00,455000.00,655750.00,332750.00,327500.00,225500.00,297000.00,250000.00,307000.00,659250.00,453500.00,305000.00,,460000.00,545000.00,695000.00,340250.00,294000.00,385000.00,880000.00,570000.00
10/19/2023,605280.00,925000.00,322000.00,358250.00,356110.00,681250.00,247500.00,490000.00,287000.00,245000.00,325000.00,262000.00,251000.00,275000.00,162000.00,647900.00,299950.00,1397500.00,295000.00,406500.00,285000.00,725000.00,643280.00,735000.00,419500.00,820000.00,505000.00,275000.00,420000.00,385000.00,604940.00,319000.00,652000.00,1650000.00,375500.00,627000.00,1560000.00,632500.00,1234750.00,865000.00,303000.00,235000.00,470000.00,660000.00,343000.00,319900.00,262000.00,219000.00,255000.00,300000.00,660000.00,479950.00,298000.00,,475000.00,545000.00,675000.00,345000.00,305000.00,380000.00,940000.00,569900.00
11/19/2023,589770.00,910000.00,348500.00,350000.00,343500.00,640000.00,252500.00,485000.00,291500.00,330000.00,328190.00,258000.00,258000.00,297500.00,222500.00,594840.00,295500.00,1270000.00,410000.00,400290.00,275000.00,556000.00,720000.00,669000.00,458500.00,822000.00,489800.00,275000.00,425000.00,385000.00,595000.00,315000.00,659000.00,1619000.00,380000.00,615000.00,1595000.00,661500.00,1259000.00,875000.00,285000.00,242500.00,462980.00,650000.00,326500.00,325000.00,259250.00,272500.00,240000.00,275500.00,660000.00,446710.00,319500.00,,485110.00,550000.00,695000.00,340000.00,299248.00,379000.00,925000.00,575000.00
12/19/2023,614880.00,881500.00,300000.00,351720.00,339500.00,665000.00,276780.00,465000.00,285000.00,252000.00,318500.00,262900.00,255000.00,271500.00,247500.00,641340.00,285100.00,1300000.00,299900.00,447000.00,278800.00,400000.00,613250.00,765000.00,400000.00,840000.00,495000.00,270500.00,420000.00,385000.00,600000.00,320000.00,655000.00,1450000.00,391500.00,615500.00,1475000.00,770000.00,1225000.00,889000.00,275000.00,225000.00,455500.00,647500.00,335000.00,308250.00,237500.00,264950.00,252000.00,292000.00,657000.00,441000.00,299850.00,,477000.00,550000.00,700000.00,342000.00,282000.00,385000.00,908750.00,575000.00
1/20/2023,575160.00,875000.00,335000.00,355860.00,343500.00,614000.00,227000.00,442120.00,289950.00,315000.00,308000.00,252000.00,247450.00,253000.00,239000.00,617520.00,334790.00,1294000.00,266000.00,412000.00,282950.00,780000.00,649500.00,697500.00,367000.00,855000.00,493000.00,330000.00,415460.00,379000.00,575020.00,325000.00,660000.00,1460000.00,385000.00,652500.00,1422250.00,675000.00,1200000.00,869500.00,282500.00,255000.00,449900.00,667000.00,330000.00,327250.00,260000.00,252500.00,240000.00,309000.00,660000.00,431240.00,315000.00,,467000.00,538500.00,700000.00,337500.00,303200.00,385000.00,853000.00,565000.00
2/20/2023,579770.00,945000.00,328000.00,338750.00,355000.00,635250.00,297000.00,465000.00,289950.00,288250.00,310390.00,259000.00,255000.00,235000.00,199000.00,580690.00,285000.00,1347500.00,327500.00,467000.00,285950.00,700000.00,700000.00,659500.00,420000.00,880000.00,509000.00,321500.00,428000.00,398500.00,595000.00,329000.00,670000.00,1610000.00,390000.00,640000.00,1575000.00,772750.00,1350000.00,897500.00,291500.00,219000.00,470000.00,640000.00,339000.00,318500.00,265000.00,277500.00,252000.00,297500.00,649500.00,447500.00,315000.00,,480000.00,550000.00,715000.00,340000.00,300000.00,395000.00,910000.00,580000.00
3/20/2023,612440.00,970500.00,335000.00,365000.00,352000.00,711000.00,233500.00,507500.00,282500.00,288500.00,330000.00,259480.00,250000.00,275500.00,230000.00,567910.00,285000.00,1376000.00,335000.00,382810.00,280000.00,665000.00,680000.00,764000.00,425000.00,882000.00,500000.00,287500.00,435000.00,400000.00,605000.00,316000.00,675000.00,1655000.00,395000.00,619000.00,1750000.00,645000.00,1400000.00,925000.00,310000.00,244000.00,457950.00,694000.00,340000.00,318050.00,280000.00,285000.00,254480.00,300000.00,705000.00,463500.00,309440.00,,495000.00,556250.00,690000.00,350000.00,311250.00,399000.00,1009790.00,585000.00
4/20/2023,606410.00,1030000.00,350000.00,377500.00,332250.00,710000.00,240000.00,500000.00,290000.00,282000.00,317000.00,272000.00,260900.00,272000.00,167000.00,565170.00,306500.00,1365000.00,330000.00,395000.00,273900.00,801250.00,660000.00,750000.00,460000.00,861000.00,510000.00,252500.00,435000.00,400000.00,614950.00,325000.00,671000.00,1699500.00,395000.00,600000.00,1640000.00,600000.00,1388890.00,949500.00,288500.00,260250.00,482500.00,657880.00,350000.00,300000.00,217500.00,349500.00,252750.00,299000.00,675000.00,460820.00,328900.00,,488000.00,550000.00,657500.00,346500.00,299000.00,390000.00,980000.00,583000.00
5/20/2023,588070.00,955000.00,321000.00,362000.00,330000.00,690000.00,338450.00,535000.00,295000.00,323250.00,340750.00,270000.00,249950.00,300000.00,195000.00,553710.00,297500.00,1500000.00,280000.00,426000.00,285000.00,520150.00,650000.00,672500.00,410000.00,834550.00,515000.00,269000.00,434480.00,395000.00,660500.00,320000.00,655000.00,1627500.00,415000.00,632500.00,1650000.00,637500.00,1365000.00,850000.00,297000.00,230000.00,482000.00,675000.00,350000.00,342550.00,290000.00,257500.00,255250.00,319000.00,681250.00,443000.00,320000.00,,464900.00,535000.00,678500.00,350000.00,299000.00,395740.00,965000.00,565000.00
6/20/2023,626170.00,976000.00,337500.00,390000.00,363000.00,750500.00,242000.00,510000.00,313950.00,295000.00,317000.00,275000.00,265000.00,322500.00,225000.00,619320.00,300000.00,1490000.00,370400.00,425000.00,300000.00,720000.00,740000.00,725000.00,433750.00,870000.00,515000.00,305000.00,450000.00,417000.00,586400.00,325000.00,678000.00,1805000.00,415000.00,645500.00,1735000.00,671750.00,1382000.00,905000.00,295000.00,213500.00,496750.00,708800.00,355000.00,341000.00,240000.00,300000.00,270000.00,305000.00,700000.00,475000.00,328950.00,,486250.00,553000.00,736500.00,365000.00,311500.00,410000.00,1000000.00,588000.00
7/20/2023,666320.00,1027500.00,355000.00,395000.00,349900.00,785000.00,332000.00,550000.00,320000.00,257500.00,349000.00,282980.00,275000.00,307000.00,205000.00,660340.00,313850.00,1545500.00,425000.00,485000.00,319900.00,669500.00,749500.00,782500.00,500000.00,880000.00,550000.00,350000.00,462000.00,422740.00,675000.00,350000.00,719000.00,1665000.00,410000.00,659000.00,1719440.00,900000.00,1380000.00,985000.00,300000.00,253000.00,499750.00,714950.00,360000.00,350000.00,264000.00,384000.00,268000.00,325000.00,720000.00,505000.00,343750.00,,500000.00,590000.00,785000.00,377720.00,318250.00,420000.00,1050000.00,622500.00
8/20/2023,706900.00,1028220.00,353500.00,415000.00,381000.00,805000.00,283500.00,570000.00,322000.00,263500.00,340000.00,285840.00,265500.00,309500.00,249000.00,692630.00,329000.00,1512500.00,380750.00,524000.00,335000.00,665000.00,832500.00,867000.00,475000.00,930000.00,538750.00,392000.00,486500.00,425000.00,625000.00,350000.00,732560.00,1663000.00,425000.00,666840.00,1812500.00,1020000.00,1400000.00,1050000.00,315000.00,260000.00,515000.00,715000.00,370000.00,335000.00,290000.00,290000.00,280220.00,318000.00,741500.00,525500.00,332400.00,,506000.00,615000.00,812500.00,385000.00,325000.00,435000.00,1068000.00,640000.00
9/20/2023,712430.00,1050000.00,359900.00,403300.00,392000.00,783000.00,308000.00,588000.00,325000.00,347520.00,345000.00,292000.00,264000.00,307500.00,272500.00,766010.00,331120.00,1550000.00,457500.00,500250.00,300500.00,875000.00,860000.00,900000.00,478750.00,915000.00,530000.00,412000.00,480000.00,439000.00,687000.00,359900.00,735000.00,1665000.00,435000.00,684500.00,1772500.00,1000000.00,1402500.00,1062500.00,331500.00,267950.00,499950.00,715000.00,375000.00,351000.00,285000.00,349000.00,275000.00,325000.00,787500.00,530000.00,342000.00,,527000.00,630000.00,838500.00,390000.00,349900.00,445000.00,1060000.00,656750.00
10/20/2023,711300.00,1049000.00,366500.00,401500.00,393640.00,787250.00,325000.00,559000.00,331500.00,287500.00,379500.00,295000.00,290500.00,325000.00,194500.00,745080.00,302750.00,1468500.00,375000.00,529500.00,322500.00,844500.00,850000.00,749380.00,492500.00,930000.00,548000.00,385000.00,485000.00,440000.00,634000.00,365000.00,749000.00,1625000.00,431440.00,700500.00,1680000.00,1037500.00,1442500.00,1060000.00,344900.00,286000.00,508000.00,720000.00,377000.00,346050.00,283500.00,307500.00,283000.00,349500.00,750000.00,517250.00,350000.00,,520000.00,632710.00,850000.00,395000.00,344000.00,445000.00,1100000.00,657750.00
11/20/2023,698980.00,1049040.00,360000.00,405000.00,407120.00,810000.00,308750.00,585000.00,323500.00,334750.00,351000.00,290000.00,265000.00,317000.00,231250.00,673310.00,320000.00,1425000.00,374000.00,494000.00,315500.00,806000.00,850000.00,824500.00,466250.00,930000.00,552650.00,385000.00,490000.00,442500.00,665590.00,380250.00,740000.00,1697500.00,441500.00,699500.00,1650000.00,955000.00,1383000.00,1050000.00,327250.00,263000.00,505250.00,715000.00,389000.00,370000.00,371000.00,246450.00,280000.00,337500.00,760000.00,511000.00,352500.00,,520000.00,630000.00,825000.00,400000.00,340000.00,450000.00,1100000.00,657820.00
12/20/2023,717930.00,1060000.00,355000.00,408460.00,397500.00,763000.00,346000.00,538350.00,325500.00,297500.00,370000.00,300000.00,281750.00,306950.00,215000.00,660000.00,335000.00,1459000.00,380000.00,540000.00,315000.00,880000.00,785000.00,842000.00,508000.00,950000.00,559000.00,305000.00,488250.00,442250.00,729500.00,378500.00,730000.00,1581000.00,435750.00,711000.00,1700000.00,970000.00,1375000.00,1070000.00,307500.00,228000.00,510000.00,720000.00,380000.00,369900.00,273250.00,259000.00,295000.00,330000.00,740000.00,515000.00,360000.00,,520000.00,625250.00,825000.00,395000.00,325000.00,450000.00,1058000.00,650000.00
